"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VTIP","Vanguard Short-Term Inflation-Protected Securities Index Fund","48.67","$6.13B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtip",
"VGSH","Vanguard Short-Term Treasury ETF","60.24","$4.9B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vgsh",
"BND","Vanguard Total Bond Market ETF","80.66","$38.05B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bnd",
"VTC","Vanguard Total Corporate Bond ETF","83.185","$116.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtc",
"BNDX","Vanguard Total International Bond ETF","55.6","$16.3B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndx",
"VXUS","Vanguard Total International Stock ETF","52.57","$11.99B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vxus",
"BNDW","Vanguard Total World Bond ETF","76.445","$110.85M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndw",
"VEAC","Vantage Energy Acquisition Corp.","10.23","$564.7M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veac",
"VEACU","Vantage Energy Acquisition Corp.","10.2","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacu",
"VEACW","Vantage Energy Acquisition Corp.","0.007","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/veacw",
"VREX","Varex Imaging Corporation","34.26","$1.31B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vrex",
"VRNS","Varonis Systems, Inc.","61.08","$1.83B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vrns",
"VBLT","Vascular Biogenics Ltd.","1.53","$54.9M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","2.04","$17.02M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","1.84","$179.7M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","9.99","$296.1M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiq",
"VTIQU","VectoIQ Acquisition Corp.","10.45","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqu",
"VTIQW","VectoIQ Acquisition Corp.","0.43","$12.75M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiqw",
"VECO","Veeco Instruments Inc.","11.28","$541.82M","1994","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/veco",
"VEON","VEON Ltd.","2.12","$3.71B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/veon",
"VRA","Vera Bradley, Inc.","13.31","$461.42M","2010","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/vra",
"VCYT","Veracyte, Inc.","25.07","$1.03B","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","2.95","$217.9M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","17.3","$757.86M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",
"VRNT","Verint Systems Inc.","60.53","$3.95B","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/vrnt",
"VRSN","VeriSign, Inc.","185.96","$22.26B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsn",
"VRSK","Verisk Analytics, Inc.","134.24","$21.95B","2009","Technology","EDP Services","https://www.nasdaq.com/symbol/vrsk",
"VBTX","Veritex Holdings, Inc.","24.76","$1.35B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/vbtx",
"VERI","Veritone, Inc.","5.61","$110.54M","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",
"VRML","Vermillion, Inc.","1.15","$86.86M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","6.4262","$84.61M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VRRM","Verra Mobility Corporation","12.26","$1.91B","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/vrrm",
"VRCA","Verrica Pharmaceuticals Inc.","10.34","$265.81M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",
"VTNR","Vertex Energy, Inc","1.63","$65.48M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/vtnr",
"VRTX","Vertex Pharmaceuticals Incorporated","186.05","$47.56B","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrtx",
"VERU","Veru Inc.","1.4","$87.83M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",
"VIA","Viacom Inc.","34.34","$13.84B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/via",
"VIAB","Viacom Inc.","28.89","$10.22B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/viab",
"VSAT","ViaSat, Inc.","78.09","$4.72B","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","12.53","$2.86B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/viav",
"VICL","Vical Incorporated","1.2","$26.18M","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vicl",
"VICR","Vicor Corporation","31.33","$1.26B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/vicr",
"VCTR","Victory Capital Holdings, Inc.","15.45","$225.04M","2018","Finance","Investment Managers","https://www.nasdaq.com/symbol/vctr",
"CIZ","VictoryShares Developed Enhanced Volatility Wtd ETF","32","$137.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ciz",
"VSDA","VictoryShares Dividend Accelerator ETF","31.7252","$12.69M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vsda",
"CEY","VictoryShares Emerging Market High Div Volatility Wtd ETF","24.44","$35.44M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cey",
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF","26.05","$18.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cez",
"CID","VictoryShares International High Div Volatility Wtd ETF","32.9935","$42.9M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cid",
"CIL","VictoryShares International Volatility Wtd ETF","38.19","$43.91M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cil",
"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","47.3594","$897.5M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfo",
"CFA","VictoryShares US 500 Volatility Wtd ETF","50.84","$699.01M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfa",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","40.0401","$110.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csf",
"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","45.02","$715.88M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cdc",
"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","46.4413","$306.51M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cdl",
"VSMV","VictoryShares US Multi-Factor Minimum Volatility ETF","29.55","$38.41M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vsmv",
"CSB","VictoryShares US Small Cap High Div Volatility Wtd ETF","44.47","$66.7M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csb",
"CSA","VictoryShares US Small Cap Volatility Wtd ETF","45.43","$36.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csa",
"VRAY","ViewRay, Inc.","7.33","$708.59M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","9.87","$710.5M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","8.33","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktxw",
"VBFC","Village Bank and Trust Financial Corp.","32.6","$46.79M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/vbfc",
"VFF","Village Farms International, Inc.","15.32","$730.16M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/vff",
"VLGEA","Village Super Market, Inc.","26.86","$385.75M","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/vlgea",
"VIOT","Viomi Technology Co., Ltd","11.35","$786.18M","2018","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/viot",
"VNOM","Viper Energy Partners LP","33.76","$4.56B","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/vnom",
"VIRC","Virco Manufacturing Corporation","4.33","$67.3M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/virc",
"VTSI","VirTra, Inc.","3.88","$30.33M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/vtsi",
